Index,Year,Opening Weekend Gross,US & Canada Gross,Worldwide Gross,Budget,awards,oscar wins,oscar nominated,Genre,Genre,Genre,Director 1,Director 2,Director 3
1389,2010,17214384,43313890,81126522,80000000,0,0,0,Action,Adventure,Drama,Martin Campbell,,
1390,2016,190012,3712282,7112282,18000000,3,0,0,Drama,Mystery,Sci-Fi,Jeff Nichols,,
1391,1994,3738800,16192320,16192320,3500000,0,0,0,Crime,Drama,Sport,Jeff Pollack,,
1392,2015,175312,4030360,27391084,11000000,0,0,0,Comedy,Crime,Drama,Woody Allen,,
1393,1987,4582398,40050884,40050884,12000000,3,0,0,Comedy,Romance,,Fred Schepisi,,
1394,2012,2002165,7919574,35485056,12000000,4,0,0,Drama,Thriller,,Nicholas Jarecki,,
1395,1985,477539,42160849,42160849,20000000,3,1,1,Drama,Music,,Taylor Hackford,,
1396,2006,11855260,36895141,65664721,52000000,0,0,0,Action,Drama,Thriller,Richard Donner,,
1397,1999,5276109,16649768,16649768,55000000,0,0,0,Crime,Drama,Mystery,Clint Eastwood,,
1398,1994,3369037,19623396,19623396,7000000,0,0,0,Biography,Drama,Sport,John G. Avildsen,,
1399,1997,4604819,13717039,13717039,20000000,0,0,0,Comedy,Crime,Drama,Jon Amiel,,
1400,1994,1285820,4630377,4630377,,0,0,0,Adventure,Drama,Family,Caroline Thompson,,
1401,1992,,20194,20194,,0,0,0,Drama,Romance,,Craig Bolotin,,
1402,2007,,240476,338440,,0,0,0,Comedy,Drama,Romance,Marcos Siega,,
1403,1991,314631,6266621,6266621,7500000,6,0,1,Drama,,,Martha Coolidge,,
1404,2000,3880723,17266359,29934477,25000000,0,0,0,Comedy,Crime,,Woody Allen,,
1405,1955,,,,2900000,0,0,0,Adventure,Drama,History,Howard Hawks,,
1406,1996,5778933,15318863,21890845,,2,0,0,Action,Adventure,Comedy,Stanley Tong,,
1407,1994,,20164171,20164171,,0,0,0,Comedy,Drama,Romance,Jessie Nelson,,
1408,1997,2222984,5727130,5727130,20000000,0,0,0,Drama,Thriller,,Kevin Reynolds,,
1409,1987,4606083,30950002,30950002,25000000,0,0,0,Drama,Thriller,,Martin Ritt,,
1410,2006,12775000,34742066,66500090,30000000,0,0,0,Drama,Music,,Liz Friedlander,,
1411,1963,,,,4000000,0,0,0,Biography,Drama,War,Leslie H. Martinson,,
1412,1953,,,,210000,0,0,0,Horror,Sci-Fi,,Eugène Lourié,,
1413,2015,,,3456773,4000000,14,0,0,Action,Crime,Drama,Dani de la Torre,,
1414,2000,190720,2274979,2463650,10000000,0,0,0,Comedy,Drama,Music,Spike Lee,,
1415,1977,2040920,41687243,41687243,,3,0,1,Comedy,Fantasy,,Carl Reiner,,
1416,1995,1435709,3987768,3987768,15000000,0,0,0,Drama,Family,Fantasy,Carlo Carlei,,
1417,2021,,,28550,,7,0,0,Drama,Music,,Aleksandra Terpinska,,
1418,1974,,,,3000000,0,0,0,Action,Comedy,Crime,Sidney Poitier,,
1419,1988,2346864,7467504,7467504,,0,0,0,Drama,Romance,Sport,Steven Kampmann, William Porter,
1420,2011,,,5452142,40000000,0,0,0,Action,Drama,History,Jean-Jacques Annaud,,
1421,1985,221552,25627836,25627836,10000000,2,0,1,Drama,Mystery,,Norman Jewison,,
1422,1957,,,,,0,0,0,Comedy,Drama,Musical,George Abbott, Stanley Donen,
1423,1957,,,,400764,0,0,0,Action,Adventure,Drama,Hall Bartlett,,
1424,1982,667727,4484991,4484991,2000000,0,0,0,Comedy,Drama,Music,Clint Eastwood,,
1425,1982,2514478,9077269,9077269,,0,0,0,Comedy,,,Woody Allen,,
1426,1974,,,,3000000,0,0,0,Action,Comedy,Crime,Richard Rush,,
1427,1975,,,,4000000,0,0,1,Action,Adventure,Drama,Richard Brooks,,
1428,1962,,,,1300000,0,0,0,Animation,Comedy,Family,Abe Levitow,,
1429,1990,62419,6070725,6070725,,0,0,0,Comedy,Drama,,Paul Brickman,,
1430,2023,,,14584970,,0,0,0,Action,Crime,Drama,Tsutomu Hanabusa,,
1431,2004,64728,1029872,1644653,6500000,0,0,0,Drama,Romance,,Michael Mayer,,
1432,1966,,,,,0,0,0,Horror,,,John Gilling,,
1433,1971,,,,,0,0,0,Action,Crime,Thriller,Henri Verneuil,,
1434,1984,,,,,2,0,0,Drama,Thriller,Romance,Pat O'Connor,,
1435,2002,13228,421343,1675596,,6,0,0,Drama,Romance,War,Elia Suleiman,,
1436,2019,,,1687554,,13,0,0,Drama,Horror,Mystery,John Hsu,,
1437,1991,38778,18634643,18634643,,0,0,0,Drama,,,Mary Agnes Donoghue,,
1438,1988,35470,1560700,1560700,,3,0,1,Drama,Romance,,Charles Sturridge,,
1439,2017,,,9710283,,0,0,0,Action,Crime,Thriller,Park Hoon-jung,,
1440,2018,,,5307259,,0,0,0,Drama,Thriller,,Stefano Mordini,,
1441,1979,,,,,0,0,0,Crime,Drama,,Michael Pressman,,
1442,1983,,,,,0,0,0,Crime,Drama,Thriller,Paul Donovan, Maura O'Connell,
1443,1986,22797,416393,416393,,0,0,0,Drama,Family,Romance,Eugene Corr,,
1444,1936,,,,217000,0,0,0,Crime,Drama,Horror,Michael Curtiz,,
1445,1938,,,,1564000,0,0,0,Adventure,Comedy,Drama,Jack Conway,,
1446,1948,,,,,0,0,0,Drama,Mystery,Romance,Peter Godfrey,,
1447,1949,,,,,0,0,0,Comedy,Music,Musical,Michael Curtiz, Friz Freleng,
1448,1946,2862025,9719952,9719952,,0,0,0,Adventure,Film-Noir,Romance,Fritz Lang,,
1449,1931,,,,529000,0,1,1,Crime,Drama,Romance,Clarence Brown,,
1450,1967,,,,3651000,0,0,0,Drama,,,Richard Quine,,
1451,1991,,,,,0,0,0,Fantasy,,,Michael J. Murphy,,
1452,1945,,,,1873000,0,0,0,Comedy,Romance,,Harold S. Bucquet,,
1453,1969,,,,,0,0,0,Drama,,,Pier Paolo Pasolini,,
1454,2009,,,14456963,9000000,0,0,0,Action,Drama,History,Kazuaki Kiriya,,
1455,1951,,,,,0,0,0,Drama,Romance,War,George Waggner,,
1456,1935,,,,,0,0,0,Comedy,Crime,Drama,Michael Curtiz,,
1457,1954,,,,500000,0,0,0,Crime,Drama,Film-Noir,Jack Webb,,
1458,2007,23832,92853,407511,,0,0,0,Comedy,Drama,Romance,Justin Theroux,,
1459,1934,,,,317000,0,0,0,Comedy,Drama,Musical,William Dieterle,,
1460,1950,,,,,0,0,0,Crime,Film-Noir,Mystery,Vincent Sherman,,
1461,1940,,,,,0,0,0,Action,Adventure,Biography,William Keighley,,
1462,1952,,,,,0,0,0,Thriller,War,Western,André De Toth,,
1463,1962,,,,1000000,0,0,0,Adventure,Drama,War,Samuel Fuller,,
1464,2010,17143,162138,5826565,3000000,4,0,0,Biography,Romance,,Philipp Stölzl,,
1465,1940,,,,,0,0,0,Comedy,Crime,Drama,Lewis Seiler,,
1466,2011,,,5552832,,3,0,0,Comedy,Drama,Romance,Daniel Sánchez Arévalo,,
1467,1949,,3710000,,,2,0,1,Drama,Romance,,Compton Bennett,,
1468,1978,,,,,0,0,0,Action,Comedy,,Sammo Kam-Bo Hung,,
1469,1956,,,,1000000,0,0,0,Drama,Western,,Stuart Heisler,,
1470,1931,,,,,0,0,0,Crime,Drama,Romance,Roy Del Ruth,,
1471,1958,,,,,0,0,0,Adventure,Drama,Romance,Nicholas Ray, Budd Schulberg,
1472,2021,6572,7514,7514,,15,0,0,Drama,,,Dagmawi Abebe, Victor Alonso-Berbel, Roy Arwas
1473,1945,,,,,0,0,0,Drama,Film-Noir,Thriller,Edward Dmytryk,,
1474,1945,,,,1831000,0,0,0,Comedy,Fantasy,Music,Raoul Walsh,,
1475,1943,,,,1290000,0,0,0,Adventure,Drama,Romance,Raoul Walsh,,
1476,2017,,,2328997,,0,0,0,Drama,,,Zoo Young Lee,,
1477,1935,,,,,0,0,0,Crime,Drama,Film-Noir,Archie Mayo,,
1478,1939,,,,,0,0,0,Comedy,Crime,Family,William Clemens,,
1479,1933,,,,,0,0,0,Drama,,,Howard Bretherton, William Keighley,
1480,1934,,,,,0,0,0,Comedy,Crime,Drama,Michael Curtiz,,
1481,2007,,,1668347,,0,0,0,Comedy,Fantasy,,Moacyr Góes,,
1482,1934,,,,,0,0,0,Drama,,,Michael Curtiz,,
1483,1941,,,,,0,0,0,Comedy,Drama,,Raoul Walsh,,
1484,1991,65715,1000348,1000348,,3,0,0,Comedy,Drama,Romance,István Szabó,,
1485,1965,,,,,0,0,0,Drama,Thriller,,William Conrad,,
1486,1945,,,,471000,0,0,0,Crime,Drama,Film-Noir,Robert Florey,,
1487,1975,,,,,0,0,0,Drama,War,,Fernando Arrabal,,
1488,1957,,,,,0,0,0,Comedy,Drama,,John Ford,,
1489,1933,,,,151000,0,0,0,Crime,Drama,,Ray Enright, Lucien Hubbard,
1490,1972,,,,,2,0,0,Drama,,,Mireille Dansereau,,
1491,1932,,,,,0,0,0,Drama,,,Michael Curtiz,,
1492,1938,,,,131000,0,0,0,Comedy,Crime,Family,William Clemens,,
1493,1942,,,,779000,0,0,0,Drama,Romance,,Irving Rapper,,
1494,1995,,,17142208,,0,0,0,Comedy,,,Carlo Verdone,,
1495,1945,,,,,0,0,0,Comedy,Romance,,Vincent Sherman,,
1496,1924,,290705,,,2,0,0,Drama,History,Romance,Harry Beaumont,,
1497,1938,,,,,0,0,0,Romance,Comedy,Mystery,Edward Buzzell,,
1498,1934,,,,675000,0,0,0,Crime,Drama,Musical,Lloyd Bacon,,
1499,1972,,,,,3,0,0,Adventure,Drama,History,Kang Cheng, Shao-Yung Tung,
1500,1942,,,,,2,0,0,Comedy,Romance,,Elliott Nugent,,
1501,1959,,,,,0,0,0,Drama,,,Jack Webb,,
1502,1935,,,,,0,0,0,Comedy,Romance,,Mervyn LeRoy,,
1503,1933,,,,189000,0,0,0,Comedy,Crime,Mystery,Mervyn LeRoy,,
1504,1946,,,,,0,0,0,Biography,Drama,Mystery,Curtis Bernhardt,,
1505,1950,,,,,0,0,0,Crime,Drama,,Frank Tuttle,,
1506,1929,,,,,0,0,0,Comedy,Crime,Drama,Benjamin Christensen,,
1507,1986,,601451,601451,,0,0,0,Action,Music,,Dominic Orlando,,
1508,1931,,,,,0,0,0,Drama,Romance,,Archie Mayo,,
1509,2022,,,,,0,0,0,Documentary,Biography,Music,Doug Pray,,
1510,1951,,,,,0,0,0,Crime,Drama,Film-Noir,Crane Wilbur,,
1511,1933,,,,243000,0,0,0,Drama,Romance,War,Archie Mayo,,
1512,1960,,,,,0,0,0,Crime,Drama,,Laslo Benedek,,
1513,1961,,,,,0,0,0,Biography,Crime,Drama,Joseph Pevney,,
1514,1944,,,,,0,0,0,Drama,Mystery,Romance,Vincent Sherman,,
1515,1939,,,,,0,0,0,Drama,Romance,,Michael Curtiz,,
1516,1936,,,,,0,0,0,Biography,Drama,,William Dieterle,,
1517,2002,,,,,6,0,0,Drama,,,Tayfun Pirselimoglu,,
1518,1986,,,,1500000,0,0,0,Drama,Family,Fantasy,Jackson Hunsicker,,
1519,1939,,,,,0,0,0,Comedy,Crime,Mystery,William Clemens,,
1520,2008,,,567982,,0,0,0,Drama,,,Andrea Martínez Crowther,,
1521,1952,,,,,0,0,0,Biography,Comedy,Drama,Michael Curtiz,,
1522,2013,,,2664483,,0,0,0,Comedy,Drama,,Giovanni Veronesi,,
1523,2009,,,23177,,13,0,0,Drama,,,Esmir Filho,,
1524,1932,,,,,0,0,0,Comedy,,,Mervyn LeRoy,,
1525,2001,,,,,0,0,0,Drama,,,Francesca Archibugi,,
1526,1933,,,,154000,0,0,0,Action,Crime,Drama,Roy Del Ruth,,
1527,1939,,,,,0,0,0,Biography,Drama,Romance,Miguel Contreras Torres,,
1528,1937,,,,,0,0,0,Comedy,Romance,,Lloyd Bacon,,
1529,1954,,,,,0,0,0,Drama,,,Georges Combret,,
1530,1949,,,,,0,0,0,Drama,,,Gordon Parry,,
1531,2009,,,293714,2000000,0,0,0,Comedy,Drama,Romance,Peter Timm,,
1532,2008,,,3065931,,2,0,0,Comedy,Romance,,Luca Lucini,,
1533,2008,,,2222029,4000000,2,0,0,Comedy,,,Luca Lucini,,
1534,1989,,,,,0,0,0,Comedy,,,Francesco Nuti,,
1535,1948,,,,,0,0,0,Drama,Romance,Thriller,Felix Jacoves,,
1536,1948,,,,,0,0,0,Drama,,,Elliott Nugent,,
1537,2000,,,,,0,0,0,Biography,,,Roberto Andò,,
1538,2018,,,,,0,0,0,Documentary,,,Gustavo Sánchez,,
1539,1934,,,,,0,0,0,Musical,Comedy,Romance,Mervyn LeRoy,,
1540,1927,,,,,0,0,0,Drama,Romance,Sport,Edward Sedgwick,,
1541,1929,,,,354000,0,0,0,Action,Musical,Romance,Roy Del Ruth,,
1542,2013,,,1885257,,0,0,0,Action,Comedy,,Ryuta Tasaki,,
1543,1939,,,,,0,0,0,Drama,,,William C. McGann,,
1544,1963,,,,,0,0,0,Comedy,Family,,Yves Robert,,
1545,1960,,,,,0,0,0,Documentary,,,Luigi Vanzi,,
1546,2003,,,,,3,0,0,Drama,History,,Stijn Coninx,,
1547,1967,,,,,0,0,0,Comedy,Fantasy,Music,Jan Nemec,,
1548,1963,,,,,0,0,0,Comedy,,,Gianni Puccini,,
1549,1929,,,,,0,0,0,Drama,,,Lloyd Bacon,,
1550,1988,,,,,0,0,0,Documentary,Biography,,Ara Chekmayan,,
1551,1929,,,,,0,0,0,Comedy,Drama,Music,Mervyn LeRoy,,
1552,1928,,,,,0,0,0,Thriller,,,Howard Bretherton,,
1553,1925,,,,,0,0,0,Comedy,,,Alan Crosland,,
1554,1988,,,,,2,0,0,Comedy,,,Peter Schamoni,,
1555,1932,,,,,0,0,0,Documentary,,,Wynant D. Hubbard,,
1556,2002,,,,,0,0,0,Documentary,,,Tomás Vorel,,
1557,1953,,,,,0,0,0,Documentary,,,Terry Ashwood,,
1558,2017,28681472,102826543,352794081,55000000,2,0,0,Crime,Drama,Mystery,Kenneth Branagh,,
1559,2023,24504315,67233054,146733054,12000000,0,0,0,Horror,,,Lee Cronin,,
1560,1999,64820970,474544677,1027082707,115000000,28,0,1,Action,Adventure,Fantasy,George Lucas,,
1561,2014,14284031,46306208,128006208,40000000,0,0,0,Comedy,Romance,,Frank Coraci,,
1562,2000,41325042,182618434,328718434,140000000,4,0,1,Action,Adventure,Drama,Wolfgang Petersen,,
1563,2019,91062152,211622525,473122525,79000000,7,0,0,Drama,Fantasy,Horror,Andy Muschietti,,
1564,2013,25775847,54239856,97542952,17000000,6,0,0,Horror,,,Fede Alvarez,,
1565,2003,23774850,105813373,177502387,50000000,0,0,0,Comedy,Romance,,Donald Petrie,,
1566,2016,166007347,330360194,874362803,250000000,14,0,0,Action,Adventure,Sci-Fi,Zack Snyder,,
1567,2011,18622150,55802754,149542245,35000000,0,0,0,Comedy,Romance,,Will Gluck,,
1568,1996,41059405,241830615,494580615,92000000,11,0,1,Action,Adventure,Thriller,Jan de Bont,,
1569,2009,85058003,179883157,373062864,150000000,3,0,0,Action,Sci-Fi,,Gavin Hood,,
1570,2019,19001398,50188370,127461872,90000000,13,0,1,Adventure,Drama,Mystery,James Gray,,
1571,2018,62163104,159555901,655755901,200000000,3,0,0,Adventure,Family,Fantasy,David Yates,,
1572,1992,11894587,139605150,231605150,31000000,9,0,0,Comedy,Family,Music,Emile Ardolino,,
1573,2023,,,,,0,0,0,Crime,Drama,History,Matt Ruskin,,
1574,2013,8677009,24477704,39439355,3000000,2,0,0,Comedy,Drama,Romance,Joseph Gordon-Levitt,,
1575,1993,9232650,46405336,46405336,20000000,2,0,0,Crime,Mystery,Thriller,Harold Becker,,
1576,1993,15338241,50016394,137298489,85000000,0,0,0,Action,Adventure,Comedy,John McTiernan,,
1577,2008,38683480,130319208,230685453,80000000,3,0,0,Action,Adventure,Comedy,Peter Segal,,
1578,1960,,,,2800000,0,0,0,Comedy,Crime,Music,Lewis Milestone,,
1579,1996,27528529,90594962,230594962,80000000,5,0,0,Animation,Adventure,Comedy,Joe Pytka,,
1580,1991,7031146,89325780,89325780,20000000,0,0,0,Comedy,Family,Romance,Charles Shyer,,
1581,2020,87552,160930,1109287,,3,0,0,Biography,Drama,History,Francis Lee,,
1582,2018,15815025,45819713,67359190,35000000,0,0,0,Action,Drama,History,Nicolai Fuglsig,,
1583,2018,14947396,54730625,78230625,28000000,0,0,0,Action,Comedy,,Jeff Tomsic,,
1584,2019,54365242,144174568,450062638,150000000,0,0,0,Action,Adventure,Comedy,Rob Letterman,,
1585,2014,1794666,6105175,11782625,44000000,2,0,0,Action,Adventure,Comedy,Evan Goldberg, Seth Rogen,
1586,1992,15760003,83563139,156563139,35000000,3,0,1,Action,Thriller,,Andrew Davis,,
1587,2004,39153380,125544280,362744280,110000000,4,0,0,Crime,Thriller,,Steven Soderbergh,,
1588,2009,42558390,125322469,371353001,200000000,2,0,0,Action,Adventure,Sci-Fi,McG,,
1589,2017,35006404,102092201,306592201,15000000,0,0,0,Horror,Mystery,Thriller,David F. Sandberg,,
1590,2011,85946294,254464305,586764305,80000000,5,0,0,Comedy,,,Todd Phillips,,
1591,2015,89102,819431,3224947,,0,0,0,Comedy,Drama,Romance,Leslye Headland,,
1592,2012,46629259,161321843,877244782,95000000,2,0,0,Animation,Adventure,Comedy,Steve Martino, Michael Thurmeier,
1593,2013,40272103,83586447,161919318,5000000,0,0,0,Horror,Mystery,Thriller,James Wan,,
1594,1996,12069780,56569216,121969216,55000000,2,0,0,Action,Adventure,Thriller,Stuart Baird,,
1595,2007,15810,50715,1175579,4000000,2,0,0,Drama,Romance,,Rod Hardy,,
1596,1990,4611024,26385627,26385627,2500000,3,0,0,Comedy,Music,Romance,Reginald Hudlin,,
1597,2020,,,,,2,0,0,Comedy,Drama,,Rachel Lee Goldenberg,,
1598,1980,,19798718,19814523,11000000,0,0,0,Crime,Drama,Mystery,William Friedkin,,
1599,2010,32689406,100539043,211780824,65000000,0,0,0,Comedy,Drama,,Todd Phillips,,
1600,2005,9833340,39053061,42013878,25000000,0,0,0,Comedy,Drama,Romance,Ken Kwapis,,
1601,1990,10034685,61489265,61489265,26000000,0,0,1,Drama,Horror,Sci-Fi,Joel Schumacher,,
1602,1930,,,,,0,0,0,Drama,Fantasy,,Robert Milton, Ray Enright,
1603,2015,52107731,177397510,386041607,135000000,3,0,0,Animation,Adventure,Comedy,Tim Johnson,,
1604,2016,9445456,38583626,85251425,19000000,0,0,0,Action,Adventure,Crime,Henry Joost, Ariel Schulman,
1605,1987,9454238,63766510,63766510,22000000,5,0,1,Comedy,Fantasy,Horror,George Miller,,
1606,2016,14788157,41012075,93282604,27000000,0,0,0,Action,Crime,Drama,Jodie Foster,,
1607,2018,,,,,0,0,0,Adventure,Drama,Fantasy,Andy Serkis,,
1608,2001,18145632,69772969,147080413,102000000,5,0,0,Action,Crime,Thriller,Dominic Sena,,
1609,2000,18093776,90464773,128884132,65000000,4,0,1,Action,Adventure,Thriller,Clint Eastwood,,
1610,2009,20828511,45802315,92158961,35000000,0,0,0,Action,Fantasy,Thriller,Patrick Tatopoulos,,
1611,1990,8045760,53208180,53208180,22000000,2,0,0,Comedy,Horror,Thriller,Frank Marshall,,
1612,2011,11217324,37306030,84920539,35000000,5,0,0,Biography,Drama,Romance,Clint Eastwood,,
1613,1991,5091027,23562716,23562716,35000000,0,0,0,Comedy,Crime,,John Landis,,
1614,2010,220322,32746941,106956330,50000000,4,0,1,Drama,Fantasy,Romance,Clint Eastwood,,
1615,1982,2539633,21095638,21095638,8100000,0,0,0,Comedy,,,Ron Howard,,
1616,2008,14908404,38108728,43495888,12000000,0,0,0,Adventure,Comedy,,Jon Hurwitz, Hayden Schlossberg,
1617,1985,4094091,40491165,40491165,15000000,0,0,1,Drama,Mystery,Thriller,Richard Marquand,,
1618,2010,14506464,53374681,105734416,38000000,0,0,0,Comedy,Drama,Romance,Greg Berlanti,,
1619,1975,,,,6000000,4,0,0,Action,Sci-Fi,Sport,Norman Jewison,,
1620,2015,10283250,32363404,49263404,30000000,0,0,0,Comedy,Drama,,Doug Ellin,,
1621,2008,220297,17657973,17657973,10000000,2,0,0,Comedy,Drama,Family,Patricia Rozema,,
1622,2007,13623630,50572589,145896422,40000000,0,0,0,Comedy,Music,Romance,Marc Lawrence,,
1623,2001,7823521,23510841,28510652,39000000,0,0,0,Action,Crime,Drama,David Mamet,,
1624,2006,14703405,58360760,69865924,50000000,0,0,0,Animation,Adventure,Comedy,Matthew O'Callaghan,,
1625,2004,10600000,32003620,57678321,25000000,0,0,0,Action,Crime,Thriller,David R. Ellis,,
1626,1984,7766201,70261052,70263155,7000000,9,1,1,Drama,Music,Romance,Albert Magnoli,,
1627,2005,9800000,34639939,77663556,52000000,0,0,0,Action,Crime,Drama,Florent-Emilio Siri,,
1628,2018,1734497,5019226,7509436,,0,0,0,Drama,Thriller,,Brad Anderson,,
1629,1976,,,,5000000,0,0,0,Adventure,Drama,Romance,Richard Lester,,
1630,1967,,,,13000000,7,3,1,Adventure,Comedy,Drama,Joshua Logan,,
1631,1973,,1343341,,,0,0,0,Animation,Comedy,Drama,Ralph Bakshi,,
1632,2023,,,,,0,0,0,Animation,,,Brendon Small,,
1633,1957,,,,,0,0,0,Western,,,Richard L. Bare,,
1634,2009,10464314,33316821,41771168,22000000,0,0,0,Biography,Comedy,Crime,Steven Soderbergh,,
1635,2015,8540370,33078266,85978292,10000000,0,0,0,Comedy,Drama,Romance,John Madden,,
1636,1976,,,,,0,0,0,Drama,,,Max Baer Jr.,,
1637,1978,,20710000,,,0,0,1,Drama,Romance,Sport,Donald Wrye,,
1638,2014,412095,10539326,51029361,16800000,0,0,0,Comedy,Drama,Romance,Woody Allen,,
1639,2002,3583114,11412414,16426471,11000000,0,0,0,Animation,Action,Adventure,Craig McCracken,,
1640,1964,,,,,0,0,0,Animation,Comedy,Family,Arthur Lubin, Gerry Chiniquy, Robert McKimson
1641,1968,,,,,0,0,0,Drama,Fantasy,Horror,Freddie Francis,,
1642,2023,,,17216567,,0,0,0,Action,Crime,Drama,Tsutomu Hanabusa,,
1643,1995,4808873,23440188,23440188,21000000,0,0,0,Comedy,Drama,,Herbert Ross,,
1644,2004,2011435,4434432,8112712,19250000,0,0,0,Action,Crime,Drama,David Mamet,,
1645,1973,,,,1300000,0,0,0,Comedy,Drama,Musical,David Greene,,
1646,1985,78345,1420355,1420355,,0,0,0,Drama,Sport,,John Badham,,
1647,1993,,2019581,2019581,,5,0,0,Comedy,,,Pedro Almodóvar,,
1648,2021,,,,,0,0,0,Animation,Action,Adventure,Ethan Spaulding,,
1649,1984,3536687,25068724,25068724,13000000,0,0,0,Comedy,Drama,Romance,Paul Mazursky,,
1650,1996,2860334,22313201,22313201,21500000,0,0,0,Adventure,Comedy,,Peter Segal,,
1651,1989,5700000,20047604,20047604,,0,0,0,Action,Crime,Drama,Peter Yates,,
1652,2007,2340743,6003262,33478921,10000000,0,0,0,Comedy,Romance,Sport,David Schwimmer,,
1653,1977,,,,2000000,0,0,0,Drama,Sport,,Lamont Johnson,,
1654,1990,165450,2319124,2319124,24000000,0,0,0,Adventure,Drama,,Clint Eastwood,,
1655,1970,9814,33036,38403,5000,0,0,0,Comedy,Crime,Horror,John Waters,,
1656,2010,4757,40548,3604598,7000000,11,0,0,Comedy,Drama,Horror,Álex de la Iglesia,,
1657,2021,,,39714073,,0,0,0,Action,Crime,Drama,Tsutomu Hanabusa,,
1658,1935,,,,,0,0,0,Mystery,,,Alan Crosland,,
1659,1992,190961,390152,390152,3000000,0,0,0,Crime,Drama,Thriller,Marc Rocco,,
1660,1975,,,,2700000,0,0,0,Crime,Drama,Mystery,Stuart Rosenberg,,
1661,1991,2278290,9480198,9480198,13000000,2,0,0,Drama,,,Irwin Winkler,,
1662,1967,,1733100,,,0,0,0,Horror,Sci-Fi,,Terence Fisher,,
1663,2018,,,1058455,,0,0,0,Action,Crime,Horror,Christian Alvart,,
1664,1990,173601,2070871,2070871,4000000,0,0,0,Drama,,,Martin Sheen,,
1665,1992,3405890,14683921,14683921,27000000,0,0,0,Drama,,,Roland Joffé,,
1666,1959,,,,,0,0,0,Crime,Drama,History,Mervyn LeRoy,,
1667,1937,,,,365000,0,0,0,Crime,Drama,Film-Noir,Lloyd Bacon,,
1668,2019,,,,,0,0,0,Animation,Action,Fantasy,Sam Liu,,
1669,2022,,,6059819,30000000,3,0,0,Biography,Drama,Thriller,Jean-Jacques Annaud,,
1670,1993,2219891,5145823,5145823,,0,0,0,Comedy,Drama,,Marshall Herskovitz,,
1671,2006,,,,,0,0,0,Biography,Comedy,Drama,Bob Balaban,,
1672,1983,40685,151462,,,0,0,0,Drama,Romance,,Robert Mandel,,
1673,1998,169747,12905901,15610299,20000000,0,0,0,Comedy,Drama,Romance,Richard LaGravenese,,
1674,2007,,,81744033,4500000,10,0,0,Comedy,Romance,,Til Schweiger,,
1675,1978,,,,6000000,3,0,0,Comedy,Musical,Sport,Stanley Donen,,
1676,1967,,,,1000000,0,0,1,Drama,,,Mark Rydell,,
1677,1984,1580990,5021751,5021751,10000000,0,0,0,Comedy,Crime,Romance,Rick Rosenthal,,
1678,1956,,,,,0,0,0,Crime,Drama,Film-Noir,Peter Godfrey,,
1679,1958,,,,565000,0,0,0,Western,,,Budd Boetticher,,
1680,1949,,,,,0,0,0,Crime,Drama,Film-Noir,Richard L. Bare,,
1681,1950,,,,,0,0,0,Comedy,Musical,Romance,David Butler,,
1682,1964,414552,2438233,2438233,,0,0,0,Animation,Adventure,Comedy,Joseph Barbera, William Hanna,
1683,1951,,,,1108000,0,0,0,Crime,Drama,Film-Noir,King Vidor,,
1684,2014,,,78127384,,9,0,0,Comedy,Drama,Family,Til Schweiger, Lars Gmehling,
1685,1966,,,,,0,0,0,Animation,Action,Adventure,Joseph Barbera, William Hanna,
1686,2008,,,4382564,,0,0,0,Action,Crime,Drama,Fumihiko Sori,,
1687,1941,,,,,0,0,0,Crime,Film-Noir,Mystery,Irving Reis,,
1688,2014,,,,5000000,0,0,0,Animation,Adventure,Family,Daniel Chuba, Mark A.Z. Dippé, Kyungho Jo
1689,1991,3607545,8906823,8906823,14000000,0,0,0,Drama,Sci-Fi,,W.D. Richter,,
1690,2005,,,106369,,0,0,0,Animation,Comedy,Family,Gabriel Riva Palacio Alatriste, Rodolfo Riva Palacio Alatriste,
1691,1951,,,,,0,0,0,Drama,Western,,Gordon Douglas,,
1692,1950,,,,2049000,0,0,0,Adventure,Drama,Family,Victor Saville,,
1693,1947,,,,1461000,0,0,0,Crime,Drama,Film-Noir,Peter Godfrey,,
1694,1939,,,,,0,0,0,Comedy,Crime,Family,William Clemens,,
1695,1968,,,,,0,0,0,Drama,,,John Flynn,,
1696,1954,,,,,0,0,0,Western,,,André De Toth,,
1697,1940,,,,,0,0,0,Crime,Mystery,,Jack Hively,,
1698,1977,,,,,0,0,0,Drama,,,Vicente Aranda,,
1699,1957,,,315,,0,0,0,Drama,,,Raoul Walsh,,
1700,2012,,,3305084,3500000,18,0,0,Action,Drama,Thriller,Alberto Rodríguez,,
1701,1965,,,,,0,0,0,Comedy,,,Bud Yorkin,,
1702,2005,,,154579,,0,0,0,Drama,Family,,Paul Marcus,,
1703,1940,,,,,0,0,1,Comedy,Romance,,King Vidor,,
